district_code,resource_id,time,demand,priority,urgency,time_index
272,R1,1,1048032902.1170777,1.0,1.0,1.0
272,R1,2,674232612.1184732,1.0,1.0,1.0
272,R2,1,287579947.2070777,1.0,1.0,1.0
272,R2,2,243048867.6884732,1.0,1.0,1.0
272,R3,1,264241310.54849324,1.0,1.0,1.0
272,R3,2,318116685.2621679,1.0,1.0,1.0
585,R1,1,683311688.1683462,1.0,1.0,1.0
585,R1,2,975827829.2846886,1.0,1.0,1.0
585,R2,1,299406096.74834627,1.0,1.0,1.0
585,R2,2,257565242.52468854,1.0,1.0,1.0
585,R3,1,281584679.3100155,1.0,1.0,1.0
585,R3,2,211048680.49762625,1.0,1.0,1.0
588,R1,1,1210394407.2314308,1.0,1.0,1.0
588,R1,2,1191232294.8177133,1.0,1.0,1.0
588,R2,1,414837142.03143066,1.0,1.0,1.0
588,R2,2,429867999.7477132,1.0,1.0,1.0
588,R3,1,359278344.7777168,1.0,1.0,1.0
588,R3,2,366201836.32725585,1.0,1.0,1.0
