district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,741037843.7916671,1.0,1.0,1.0
1,R1,2,857635762.6645005,1.0,1.0,1.0
1,R2,1,206319071.70166707,1.0,1.0,1.0
1,R2,2,218859675.88450044,1.0,1.0,1.0
1,R3,1,202220031.57800052,1.0,1.0,1.0
1,R3,2,221543459.32340056,1.0,1.0,1.0
532,R1,1,1155203787.468633,1.0,1.0,1.0
532,R1,2,995387683.2700557,1.0,1.0,1.0
532,R2,1,402521859.8286332,1.0,1.0,1.0
532,R2,2,384709073.8300556,1.0,1.0,1.0
532,R3,1,394858965.9303598,1.0,1.0,1.0
532,R3,2,277988477.3180667,1.0,1.0,1.0
90,R1,1,743192180.8838873,1.0,1.0,1.0
90,R1,2,785424178.5506965,1.0,1.0,1.0
90,R2,1,269988104.9638872,1.0,1.0,1.0
90,R2,2,214195613.9306964,1.0,1.0,1.0
90,R3,1,231916324.91466466,1.0,1.0,1.0
90,R3,2,233082008.7128357,1.0,1.0,1.0
