district_code,resource_id,time,demand,priority,urgency,time_index
23,R1,1,620970684.4226283,1.0,1.0,1.0
23,R1,2,474186965.4308435,1.0,1.0,1.0
23,R2,1,222357011.8426284,1.0,1.0,1.0
23,R2,2,212599680.9308434,1.0,1.0,1.0
23,R3,1,157745491.04515406,1.0,1.0,1.0
23,R3,2,184767516.87301216,1.0,1.0,1.0
300,R1,1,802661119.0231924,1.0,1.0,1.0
300,R1,2,590870156.0296443,1.0,1.0,1.0
300,R2,1,197627981.45319244,1.0,1.0,1.0
300,R2,2,256915440.5796443,1.0,1.0,1.0
300,R3,1,170649482.5178309,1.0,1.0,1.0
300,R3,2,198532846.25357315,1.0,1.0,1.0
468,R1,1,942606984.8256365,1.0,1.0,1.0
468,R1,2,829274189.8762552,1.0,1.0,1.0
468,R2,1,276514722.51563644,1.0,1.0,1.0
468,R2,2,241144178.50625515,1.0,1.0,1.0
468,R3,1,256968971.44876376,1.0,1.0,1.0
468,R3,2,224201934.65550616,1.0,1.0,1.0
