district_code,resource_id,time,demand,priority,urgency,time_index
281,R1,1,772855489.9907848,1.0,1.0,1.0
281,R1,2,707848207.4418426,1.0,1.0,1.0
281,R2,1,280982016.83078474,1.0,1.0,1.0
281,R2,2,220255794.44184253,1.0,1.0,1.0
281,R3,1,183045102.87094167,1.0,1.0,1.0
281,R3,2,160511542.28221107,1.0,1.0,1.0
400,R1,1,554850112.8373713,1.0,1.0,1.0
400,R1,2,816322950.0402331,1.0,1.0,1.0
400,R2,1,323654449.3673713,1.0,1.0,1.0
400,R2,2,200277220.58023316,1.0,1.0,1.0
400,R3,1,265173879.71884555,1.0,1.0,1.0
400,R3,2,243027322.7722798,1.0,1.0,1.0
69,R1,1,928447991.6534812,1.0,1.0,1.0
69,R1,2,736960112.5467176,1.0,1.0,1.0
69,R2,1,269881190.90348125,1.0,1.0,1.0
69,R2,2,310601479.0267176,1.0,1.0,1.0
69,R3,1,260704674.7261775,1.0,1.0,1.0
69,R3,2,136535397.13006118,1.0,1.0,1.0
