district_code,resource_id,time,demand,priority,urgency,time_index
555,R1,1,1398807276.862497,1.0,1.0,1.0
555,R1,2,1281123731.75231,1.0,1.0,1.0
555,R2,1,424458739.912497,1.0,1.0,1.0
555,R2,2,543123306.9123099,1.0,1.0,1.0
555,R3,1,390621714.8949964,1.0,1.0,1.0
555,R3,2,339996449.99077195,1.0,1.0,1.0
56,R1,1,1048479399.8046811,1.0,1.0,1.0
56,R1,2,887358162.8837849,1.0,1.0,1.0
56,R2,1,304779967.8346811,1.0,1.0,1.0
56,R2,2,320331175.97378486,1.0,1.0,1.0
56,R3,1,378785106.4056173,1.0,1.0,1.0
56,R3,2,215029927.74454182,1.0,1.0,1.0
602,R1,1,1612774369.5668907,1.0,1.0,1.0
602,R1,2,1156504362.1460133,1.0,1.0,1.0
602,R2,1,580184783.0168906,1.0,1.0,1.0
602,R2,2,424346897.3660132,1.0,1.0,1.0
602,R3,1,479722168.1722687,1.0,1.0,1.0
602,R3,2,325249927.24321586,1.0,1.0,1.0
