district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,0.0316670914770139,1.0,1.0,1.0
1,R1,2,0.0445004444808032,1.0,1.0,1.0
1,R2,1,0.0316670914770139,1.0,1.0,1.0
1,R2,2,0.0445004444808032,1.0,1.0,1.0
1,R3,1,0.0380005097724164,1.0,1.0,1.0
1,R3,2,0.053400533376964,1.0,1.0,1.0
327,R1,1,1137255053.3914156,1.0,1.0,1.0
327,R1,2,1078754610.2379022,1.0,1.0,1.0
327,R2,1,382874294.27141577,1.0,1.0,1.0
327,R2,2,322015478.1279021,1.0,1.0,1.0
327,R3,1,326196269.4036989,1.0,1.0,1.0
327,R3,2,359631788.76148254,1.0,1.0,1.0
400,R1,1,807011260.0673712,1.0,1.0,1.0
400,R1,2,825272391.0202332,1.0,1.0,1.0
400,R2,1,282022752.2173713,1.0,1.0,1.0
400,R2,2,353611680.3702332,1.0,1.0,1.0
400,R3,1,330697081.77884555,1.0,1.0,1.0
400,R3,2,185178865.0422798,1.0,1.0,1.0
