district_code,resource_id,time,demand
24,R1,1,150059995.4506161
24,R1,2,162514856.64155203
24,R1,3,154271999.61203352
24,R13,1,715778.39
24,R13,2,876495.09
24,R13,3,901745.29
24,R5,1,545529070.0959241
24,R5,2,532388086.54732805
24,R5,3,578649751.9680502
24,R51,1,18713669.31
24,R51,2,17922371.74
24,R51,3,16084563.78
24,R56,1,20076.28
24,R56,2,22168.84
24,R56,3,21079.17
25,R1,1,211356621.25031024
25,R1,2,215503849.5703324
25,R1,3,204582649.50013882
25,R13,1,1201491.21
25,R13,2,1070090.32
25,R13,3,1224070.64
25,R5,1,640323452.5904654
25,R5,2,707946904.3204987
25,R5,3,598395041.1702082
25,R51,1,12841853.45
25,R51,2,11384811.78
25,R51,3,10936262.38
25,R56,1,21927.06
25,R56,2,20138.53
25,R56,3,23648.42
276,R1,1,194811969.0680548
276,R1,2,187122182.78135294
276,R1,3,166036128.7033173
276,R13,1,697297.1
276,R13,2,723010.63
276,R13,3,559155.03
276,R5,1,434257690.84208214
276,R5,2,519781208.1870294
276,R5,3,461635619.65997595
276,R51,1,29673665.16
276,R51,2,33730946.19
276,R51,3,28400915.49
276,R56,1,12224.02
276,R56,2,10721.26
276,R56,3,10551.02
279,R1,1,152378277.6528945
279,R1,2,144835930.19407576
279,R1,3,112076984.89576441
279,R13,1,681121.99
279,R13,2,643568.34
279,R13,3,543953.07
279,R5,1,486367442.9643417
279,R5,2,522377889.30611366
279,R5,3,409990675.2086466
279,R51,1,16872167.54
279,R51,2,15767787.87
279,R51,3,11889406.39
279,R56,1,11633.46
279,R56,2,10750.19
279,R56,3,9691.94
29,R1,1,106796897.0897453
29,R1,2,106784522.90812533
29,R1,3,70187469.53080812
29,R13,1,1278518.67
29,R13,2,1401672.44
29,R13,3,1297855.86
29,R5,1,680726276.1546179
29,R5,2,795810038.462188
29,R5,3,684887709.8862122
29,R51,1,13104773.81
29,R51,2,15890705.87
29,R51,3,16128234.27
29,R56,1,25580.32
29,R56,2,24395.39
29,R56,3,25313.52
33,R1,1,186712928.44878313
33,R1,2,192554338.77603322
33,R1,3,200087183.8338146
33,R13,1,787870.39
33,R13,2,762049.61
33,R13,3,691545.05
33,R5,1,689611688.9681747
33,R5,2,616525937.0540498
33,R5,3,658228478.7907219
33,R51,1,29982969.44
33,R51,2,35417191.12
33,R51,3,32328800.73
33,R56,1,10402.03
33,R56,2,10618.68
33,R56,3,7605.87
