district_code,resource_id,time,demand,priority,urgency,time_index
300,R1,1,1003581324.9731925,1.0,1.0,1.0
300,R1,2,947865018.6996442,1.0,1.0,1.0
300,R2,1,579501070.6531924,1.0,1.0,1.0
300,R2,2,300674602.0096443,1.0,1.0,1.0
300,R3,1,464685810.6378309,1.0,1.0,1.0
300,R3,2,292363059.91357315,1.0,1.0,1.0
346,R1,1,1198831859.4775908,1.0,1.0,1.0
346,R1,2,1214057713.0190992,1.0,1.0,1.0
346,R2,1,367603026.75759065,1.0,1.0,1.0
346,R2,2,334115208.10909915,1.0,1.0,1.0
346,R3,1,469646380.2871088,1.0,1.0,1.0
346,R3,2,301027299.46091896,1.0,1.0,1.0
602,R1,1,1413049409.8168907,1.0,1.0,1.0
602,R1,2,1248739486.3860133,1.0,1.0,1.0
602,R2,1,502499764.0168906,1.0,1.0,1.0
602,R2,2,469249549.5560132,1.0,1.0,1.0
602,R3,1,479645357.4022687,1.0,1.0,1.0
602,R3,2,301093090.4632159,1.0,1.0,1.0
