district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,717972244.4916672,1.0,1.0,1.0
1,R1,2,887883287.3345004,1.0,1.0,1.0
1,R2,1,198391175.8416671,1.0,1.0,1.0
1,R2,2,245172694.28450045,1.0,1.0,1.0
1,R3,1,234442311.44800052,1.0,1.0,1.0
1,R3,2,252603240.84340054,1.0,1.0,1.0
281,R1,1,699884345.5007848,1.0,1.0,1.0
281,R1,2,759167788.7118425,1.0,1.0,1.0
281,R2,1,241336170.6407847,1.0,1.0,1.0
281,R2,2,212120098.87184253,1.0,1.0,1.0
281,R3,1,211721260.56094167,1.0,1.0,1.0
281,R3,2,218764287.76221105,1.0,1.0,1.0
99,R1,1,768465656.4774288,1.0,1.0,1.0
99,R1,2,1020160541.9234614,1.0,1.0,1.0
99,R2,1,410370563.5674288,1.0,1.0,1.0
99,R2,2,280129319.5034614,1.0,1.0,1.0
99,R3,1,356582362.6249145,1.0,1.0,1.0
99,R3,2,218855030.00615373,1.0,1.0,1.0
