district_code,resource_id,time,demand,priority,urgency,time_index
245,R1,1,783363098.671035,1.0,1.0,1.0
245,R1,2,782751804.3611791,1.0,1.0,1.0
245,R2,1,307188513.141035,1.0,1.0,1.0
245,R2,2,339331084.711179,1.0,1.0,1.0
245,R3,1,302623685.281242,1.0,1.0,1.0
245,R3,2,215644396.95141485,1.0,1.0,1.0
496,R1,1,730204700.5414405,1.0,1.0,1.0
496,R1,2,943530244.8668134,1.0,1.0,1.0
496,R2,1,321517182.95144045,1.0,1.0,1.0
496,R2,2,232394641.02681348,1.0,1.0,1.0
496,R3,1,239188195.14172855,1.0,1.0,1.0
496,R3,2,319947049.12817615,1.0,1.0,1.0
90,R1,1,1225772329.2038872,1.0,1.0,1.0
90,R1,2,980586054.7106965,1.0,1.0,1.0
90,R2,1,465409069.6038872,1.0,1.0,1.0
90,R2,2,319682310.59069645,1.0,1.0,1.0
90,R3,1,378529709.95466465,1.0,1.0,1.0
90,R3,2,194721240.04283568,1.0,1.0,1.0
