district_code,resource_id,time,demand,priority,urgency,time_index
346,R1,1,880814458.3975906,1.0,1.0,1.0
346,R1,2,564629106.4490992,1.0,1.0,1.0
346,R2,1,230048425.80759063,1.0,1.0,1.0
346,R2,2,228615945.78909916,1.0,1.0,1.0
346,R3,1,198075867.5171088,1.0,1.0,1.0
346,R3,2,193365481.300919,1.0,1.0,1.0
585,R1,1,605204825.5883462,1.0,1.0,1.0
585,R1,2,576748666.3746886,1.0,1.0,1.0
585,R2,1,201352377.42834625,1.0,1.0,1.0
585,R2,2,174632147.58468854,1.0,1.0,1.0
585,R3,1,180905596.10001552,1.0,1.0,1.0
585,R3,2,174758299.61762625,1.0,1.0,1.0
638,R1,1,614054589.1800648,1.0,1.0,1.0
638,R1,2,372179060.9301049,1.0,1.0,1.0
638,R2,1,193404735.75006482,1.0,1.0,1.0
638,R2,2,159047487.4101049,1.0,1.0,1.0
638,R3,1,157113072.88007778,1.0,1.0,1.0
638,R3,2,194001873.81012592,1.0,1.0,1.0
