district_code,resource_id,time,demand,priority,urgency,time_index
261,R1,1,939608306.8545918,1.0,1.0,1.0
261,R1,2,1024493754.5875714,1.0,1.0,1.0
261,R2,1,361459831.09459174,1.0,1.0,1.0
261,R2,2,257402692.87757137,1.0,1.0,1.0
261,R3,1,277288300.1055102,1.0,1.0,1.0
261,R3,2,237453692.13908562,1.0,1.0,1.0
300,R1,1,1146515195.6631925,1.0,1.0,1.0
300,R1,2,922672436.8896443,1.0,1.0,1.0
300,R2,1,293161503.2231924,1.0,1.0,1.0
300,R2,2,414107134.9496443,1.0,1.0,1.0
300,R3,1,437069755.1178309,1.0,1.0,1.0
300,R3,2,306681264.04357314,1.0,1.0,1.0
99,R1,1,1518163193.967429,1.0,1.0,1.0
99,R1,2,1086709207.0134616,1.0,1.0,1.0
99,R2,1,465966749.80742884,1.0,1.0,1.0
99,R2,2,452687226.2034614,1.0,1.0,1.0
99,R3,1,504457135.95491457,1.0,1.0,1.0
99,R3,2,400779402.32615376,1.0,1.0,1.0
